year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2022,1201+,Razi University,"11,711",25.6,2%,59 : 41,
2022,1201+,Recep Tayyip Erdoğan University,"13,054",20.7,3%,51 : 49,
2022,1201+,University of Rijeka,"14,423",17.3,1%,57 : 43,
2022,1201+,Ritsumeikan University,"34,870",17.6,8%,,
2022,1201+,Russian Presidential Academy of National Economy and Public Administration,"15,668",8.8,5%,57 : 43,
2022,1201+,Ryukoku University,"15,907",27.7,2%,37 : 63,
2022,1201+,University of the Ryukyus,"7,593",9.8,2%,38 : 62,
2022,1201+,Rzeszów University of Technology,"12,417",14.7,1%,8 : 92,
2022,1201+,University of La Sabana,"11,860",16.8,4%,58 : 42,
2022,1201+,Saga University,"6,656",9.7,3%,40 : 60,
2022,1201+,Saitama University,"8,453",15.1,6%,33 : 67,
2022,1201+,Sakarya University,"42,557",27.0,6%,50 : 50,
2022,1201+,Samara National Research University (Samara University),"9,591",10.9,17%,49 : 51,
2022,1201+,Samara State Technical University,"13,940",15.8,4%,38 : 62,
2022,1201+,San Sebastián University,"19,698",10.3,0%,62 : 38,
2022,1201+,"University of Santiago, Chile (USACH)","25,051",25.2,3%,42 : 58,
2022,1201+,Sapporo Medical University,"1,281",3.2,0%,45 : 55,
2022,1201+,Satbayev University,"9,558",14.6,2%,37 : 63,
2022,1201+,Sathyabama Institute of Science and Technology,"13,024",12.3,2%,46 : 54,
2022,1201+,University of Science and Technology of Oran Mohamed-Boudiaf,"20,966",12.5,1%,49 : 51,
2022,1201+,Universitas Sebelas Maret,"27,681",18.7,1%,63 : 37,
2022,1201+,Selçuk University,"47,190",18.1,4%,50 : 50,
2022,1201+,Semnan University of Medical Sciences and Health Services,"3,139",9.0,6%,55 : 45,
2022,1201+,Seoul National University of Science and Technology (SeoulTech),"11,495",19.5,8%,35 : 65,
2022,1201+,University of Sfax,"29,452",12.6,2%,68 : 32,
2022,1201+,Shahed University,"5,630",17.1,0%,49 : 51,
2022,1201+,Shahid Bahonar University of Kerman,"14,423",22.0,0%,60 : 40,
2022,1201+,Shahid Rajaee Teacher Training University,"10,247",47.7,0%,30 : 70,
2022,1201+,University of Shanghai for Science and Technology,"29,817",11.4,2%,41 : 59,
2022,1201+,Shibaura Institute of Technology,"9,041",28.0,6%,18 : 82,
2022,1201+,Shimane University,"6,096",7.5,2%,37 : 63,
2022,1201+,Shinshu University,"10,774",10.4,4%,32 : 68,
2022,1201+,Shizuoka University,"9,960",14.3,4%,29 : 71,
2022,1201+,University of Shizuoka,"3,100",11.5,3%,61 : 39,
2022,1201+,Showa University,"3,690",1.9,0%,59 : 41,
2022,1201+,Siksha ‘O’ Anusandhan,"13,738",9.9,1%,56 : 44,
2022,1201+,Silesian University of Technology,"18,585",18.3,3%,33 : 67,
2022,1201+,Silpakorn University,"24,465",22.2,1%,69 : 31,
2022,1201+,University of Sistan and Baluchestan,"10,440",23.3,1%,52 : 48,
2022,1201+,Sivas Cumhuriyet University,"21,059",16.9,2%,66 : 34,
2022,1201+,Slovak University of Technology in Bratislava,"10,976",9.6,4%,31 : 69,
2022,1201+,Sofia University,"21,332",6.2,7%,68 : 32,
2022,1201+,University of Sonora,"32,790",23.8,1%,55 : 45,
2022,1201+,Soonchunhyang University,"11,627",18.0,4%,49 : 51,
2022,1201+,Soongsil University,"16,211",19.7,11%,45 : 55,
2022,1201+,Sophia University,"13,517",11.6,12%,59 : 41,
2022,1201+,University of Sousse,"25,385",11.5,2%,68 : 32,
2022,1201+,University of South China,"26,710",7.4,2%,45 : 55,
2022,1201+,Southern Federal University,"18,309",11.2,12%,53 : 47,
2022,1201+,Southwest Petroleum University,"29,397",15.7,2%,19 : 81,
2022,1201+,Southwest State University,"6,797",13.4,11%,42 : 58,
2022,1201+,Srinakharinwirot University,"25,349",19.2,0%,68 : 32,
2022,1201+,SRM Institute of Science and Technology,"52,713",15.8,2%,22 : 78,
2022,1201+,State University of Ponta Grossa,"8,576",9.1,0%,54 : 46,
2022,1201+,State University of Santa Cruz,"6,622",8.5,1%,48 : 52,
2022,1201+,St Petersburg Electrotechnical University (LETI),"8,274",13.1,22%,30 : 70,
2022,1201+,Süleyman Demirel University,"41,272",35.7,5%,50 : 50,
2022,1201+,Suranaree University of Technology,"14,247",29.3,1%,56 : 44,
2022,1201+,Taif University,"44,494",20.7,2%,60 : 40,
2022,1201+,University of Talca,"11,367",15.4,1%,51 : 49,
2022,1201+,Tamil Nadu Agricultural University,"6,370",8.4,0%,63 : 37,
2022,1201+,Tamkang University,"23,154",23.5,8%,49 : 51,
2022,1201+,University of Tarapacá,"9,460",31.7,3%,53 : 47,
2022,1201+,Taras Shevchenko National University of Kyiv,"23,708",10.2,5%,55 : 45,
2022,1201+,Technical University of Cluj-Napoca,"18,618",20.3,2%,38 : 62,
2022,1201+,Technical University of Košice,"9,325",12.3,18%,27 : 73,
2022,1201+,Technical University of Liberec,"5,129",11.5,12%,53 : 47,
2022,1201+,Universidad Técnica Particular de Loja,"55,781",36.9,1%,56 : 44,
2022,1201+,Technical University of Sofia,"10,560",13.1,7%,36 : 64,
2022,1201+,Universidade Tecnológica Federal do Paraná (UTFPR),"33,994",13.1,1%,29 : 71,
2022,1201+,Universiti Teknikal Malaysia Melaka,"12,869",14.6,6%,39 : 61,
2022,1201+,Universiti Teknologi MARA,"55,792",14.7,0%,67 : 33,
2022,1201+,Institut Teknologi Sepuluh Nopember,"17,028",12.8,4%,39 : 61,
2022,1201+,Telkom University,"18,377",20.1,1%,42 : 58,
2022,1201+,Thammasat University,"28,843",11.7,1%,64 : 36,
2022,1201+,TOBB University of Economics and Technology,"4,777",13.5,1%,47 : 53,
2022,1201+,Toho University,"5,320",13.3,0%,53 : 47,
2022,1201+,Tokai University,"28,535",15.2,3%,27 : 73,
2022,1201+,Tokat Gaziosmanpaşa University,"17,758",13.6,4%,52 : 48,
2022,1201+,Tokushima University,"7,643",9.6,3%,35 : 65,
2022,1201+,Tokyo University of Agriculture,"12,720",32.7,1%,43 : 57,
2022,1201+,Tokyo City University,"7,426",14.8,1%,23 : 77,
2022,1201+,Tokyo Denki University,"9,877",27.6,3%,12 : 88,
2022,1201+,Tokyo University of Marine Science and Technology,"2,637",10.4,7%,33 : 67,
2022,1201+,Tokyo University of Pharmacy and Life Sciences,"3,867",19.3,0%,52 : 48,
2022,1201+,Tokyo University of Science,"18,298",25.0,3%,24 : 76,
2022,1201+,Tomas Bata University in Zlín,"8,635",19.1,11%,57 : 43,
2022,1201+,Tomsk State University of Control Systems and Radioelectronics,"6,234",14.7,16%,32 : 68,
2022,1201+,Tottori University,"6,025",7.8,2%,38 : 62,
2022,1201+,University of Toyama,"9,125",11.9,4%,40 : 60,
2022,1201+,Toyo University,"30,873",24.8,5%,43 : 57,
2022,1201+,Toyohashi University of Technology (TUT),"2,015",10.3,12%,11 : 89,
2022,1201+,Transilvania University of Brașov,"18,985",20.4,1%,52 : 48,
2022,1201+,Tunghai University,"15,547",21.0,15%,54 : 46,
2022,1201+,University of Tyumen,"10,872",14.3,12%,,
2022,1201+,Tzu Chi University,"3,492",9.5,11%,62 : 38,
2022,1201+,Ufa State Aviation Technical University,"9,277",13.0,3%,36 : 64,
2022,1201+,Unisinos University,"11,598",20.8,1%,52 : 48,
2022,1201+,Universiti Malaysia Terengganu (UMT),"9,296",16.1,4%,71 : 29,
2022,1201+,Universiti Tun Hussein Onn Malaysia (UTHM),"15,741",17.0,5%,47 : 53,
2022,1201+,Utsunomiya University,"4,829",14.1,4%,37 : 63,
2022,1201+,University of Valladolid,"22,023",11.4,8%,56 : 44,
2022,1201+,University of Valparaíso,"17,089",19.0,3%,57 : 43,
2022,1201+,"University of Veterinary and Animal Sciences, Lahore","6,796",32.1,0%,49 : 51,
2022,1201+,Vietnam National University (Ho Chi Minh City),"75,358",22.7,1%,33 : 67,
2022,1201+,V.N. Karazin Kharkiv National University,"17,080",8.5,26%,55 : 45,
2022,1201+,Voronezh State University,"15,946",12.1,16%,56 : 44,
2022,1201+,VSB - Technical University of Ostrava,"10,988",14.3,12%,34 : 66,
2022,1201+,Vytautas Magnus University,"7,328",12.5,20%,59 : 41,
2022,1201+,University of Warmia and Mazury in Olsztyn,"18,210",17.7,2%,58 : 42,
2022,1201+,Warsaw University of Life Sciences – SGGW,"16,738",14.1,5%,55 : 45,
2022,1201+,Warsaw University of Technology,"25,482",18.1,7%,34 : 66,
2022,1201+,Western Kentucky University,"14,455",18.0,3%,60 : 40,
2022,1201+,Western Michigan University,"18,211",20.1,8%,51 : 49,
2022,1201+,West University of Timişoara,"14,329",22.7,6%,65 : 35,
2022,1201+,Wrocław University of Environmental and Life Sciences,"8,359",19.2,5%,68 : 32,
2022,1201+,Wrocław University of Science and Technology,"24,396",19.7,5%,34 : 66,
2022,1201+,University of Wrocław,"20,366",11.2,7%,64 : 36,
2022,1201+,Yamagata University,"8,846",8.5,2%,34 : 66,
2022,1201+,Yamaguchi University,"10,739",10.8,6%,38 : 62,
2022,1201+,University of Yamanashi,"4,679",6.1,4%,30 : 70,
2022,1201+,Yanshan University,"36,050",16.4,1%,39 : 61,
2022,1201+,Yarmouk University,"34,222",30.7,8%,63 : 37,
2022,1201+,Yazd University,"14,112",29.5,2%,57 : 43,
2022,1201+,Yeditepe University,"17,610",29.4,4%,53 : 47,
2022,1201+,Yokohama National University,"9,805",12.6,8%,29 : 71,
2022,1201+,Yuan Ze University,"8,017",19.9,7%,42 : 58,
2022,1201+,Yuri Gagarin State Technical University of Saratov (SSTU),"11,127",18.8,5%,28 : 72,
2022,1201+,Yuriy Fedkovych Chernivtsi National University,"11,981",10.6,1%,56 : 44,
2022,1201+,Zonguldak Bülent Ecevit University,"28,710",22.4,6%,46 : 54,
2022,Reporter,Université 8 Mai 1945 Guelma,"16,105",18.4,1%,69 : 31,
2022,Reporter,University Abdelhamid Ibn Badis Mostaganem,"24,635",19.3,1%,66 : 34,
2022,Reporter,Abdullah Gül University,"1,958",14.0,9%,38 : 62,
2022,Reporter,Abertay University,"3,915",21.2,21%,48 : 52,
2022,Reporter,Ada Kent University,640,7.5,21%,34 : 66,
2022,Reporter,Adelphi University,"7,148",12.0,7%,69 : 31,
2022,Reporter,African School of Economics,158,3.2,4%,21 : 79,
2022,Reporter,Ahl Al Bayt University,"2,500",13.8,1%,54 : 46,
2022,Reporter,Aichi Prefectural University,"3,523",16.4,1%,72 : 28,
2022,Reporter,Aichi Institute of Technology,"6,028",27.8,1%,12 : 88,
2022,Reporter,Ajman University,"5,003",17.2,83%,60 : 40,
2022,Reporter,Akita Prefectural University,"1,815",8.7,1%,27 : 73,
2022,Reporter,Al-Ahliyya Amman University,"4,108",12.9,57%,51 : 49,
2022,Reporter,Al Ain University,"2,918",15.0,55%,54 : 46,
2022,Reporter,Al-Furat Al-Awsat Technical University,"4,510",7.8,0%,54 : 46,
2022,Reporter,University of Alkafeel,"3,770",25.1,0%,49 : 51,
2022,Reporter,University of Al-Maarif,"6,000",17.6,1%,60 : 40,
2022,Reporter,Almazov National Medical Research Centre,986,3.9,3%,61 : 39,
2022,Reporter,Al-Muthanna University,"13,729",20.4,0%,54 : 46,
2022,Reporter,Al-Nahrain University,"4,745",4.6,0%,54 : 46,
2022,Reporter,Al-Nisour University,"5,500",15.1,0%,44 : 56,
2022,Reporter,University of Al-Qadisiyah,"24,108",17.1,0%,50 : 50,
2022,Reporter,Al-Quds University,"10,692",13.7,6%,55 : 45,
2022,Reporter,Altai State University,"8,502",17.7,20%,58 : 42,
2022,Reporter,Altınbaş University,"6,823",13.6,43%,55 : 45,
2022,Reporter,Al-Zaytoonah University of Jordan,"7,658",26.1,29%,44 : 56,
2022,Reporter,Anáhuac University,"16,494",6.6,3%,55 : 45,
2022,Reporter,University of Anbar,"26,400",16.0,0%,54 : 46,
2022,Reporter,Antonio Nariño University,"14,698",13.4,0%,52 : 48,
2022,Reporter,Applied Science Private University,"5,489",23.5,34%,44 : 56,
2022,Reporter,Arab American University,"11,043",31.6,44%,58 : 42,
2022,Reporter,Arabian Gulf University,"1,470",7.0,68%,68 : 32,
2022,Reporter,Armenian State University of Economics,"4,420",12.4,3%,38 : 62,
2022,Reporter,Arts University Bournemouth,"3,250",14.1,20%,69 : 31,
2022,Reporter,University of the Arts London,"16,935",12.8,57%,76 : 24,
2022,Reporter,Arturo Prat University,"12,963",22.1,9%,55 : 45,
2022,Reporter,Asahi University,"2,516",8.4,5%,33 : 67,
2022,Reporter,Ashikaga University,"1,476",17.6,16%,26 : 74,
2022,Reporter,Ateneo de Manila University,"12,742",10.6,4%,51 : 49,
2022,Reporter,Austral University,"4,517",9.5,9%,53 : 47,
2022,Reporter,Autonomous University of Chiapas,"23,275",29.1,0%,47 : 53,
2022,Reporter,Azerbaijan State University of Economics,"16,737",12.2,2%,45 : 55,
2022,Reporter,University of Babylon,"24,196",13.0,0%,49 : 51,
2022,Reporter,Badr University in Cairo (BUC),"12,128",47.2,1%,53 : 47,
2022,Reporter,University of Bahrain,"18,202",18.4,16%,64 : 36,
2022,Reporter,Bahria University,"19,451",23.9,0%,40 : 60,
2022,Reporter,Bakrie University,"3,219",33.9,0%,57 : 43,
2022,Reporter,University of Balamand,"5,020",8.0,5%,49 : 51,
2022,Reporter,University of Balochistan,"15,291",34.6,0%,39 : 61,
2022,Reporter,Banking University,"2,536",8.8,7%,,
2022,Reporter,Basrah University College of Science and Technology,"1,320",20.0,0%,39 : 61,
2022,Reporter,Bath Spa University,"6,735",17.3,12%,69 : 31,
2022,Reporter,Beirut Arab University,"6,824",12.2,18%,45 : 55,
2022,Reporter,Belarusian State University of Informatics and Radioelectronics,"14,737",18.1,3%,19 : 81,
2022,Reporter,Bernardo O’Higgins University,"6,984",18.1,2%,66 : 34,
2022,Reporter,Bharath Institute of Higher Education and Research,"15,328",11.5,0%,54 : 46,
2022,Reporter,Birzeit University,"10,730",16.5,5%,63 : 37,
2022,Reporter,Bishop Grosseteste University,"1,990",19.9,4%,80 : 20,
2022,Reporter,University of Bogotá Jorge Tadeo Lozano,"7,646",15.5,1%,53 : 47,
2022,Reporter,University of Greater Manchester,"4,900",14.4,29%,58 : 42,
2022,Reporter,The British University in Egypt,"11,131",19.3,3%,45 : 55,
2022,Reporter,B. S. Abdur Rahman Crescent Institute of Science and Technology,"6,186",14.8,1%,16 : 84,
2022,Reporter,University of Buckingham,"2,530",18.7,34%,53 : 47,
2022,Reporter,Buckinghamshire New University,"5,080",16.4,28%,61 : 39,
2022,Reporter,Bukkyo University,"6,218",27.5,1%,46 : 54,
2022,Reporter,Canadian International College - Cairo Campus of Cape Breton University Canada,"8,974",26.6,2%,31 : 69,
2022,Reporter,Capital University of Science and Technology,"4,767",23.6,0%,24 : 76,
2022,Reporter,Universidad Católica de la Santísima Concepción,"9,760",24.5,0%,56 : 44,
2022,Reporter,CBS International Business School,"1,668",45.1,28%,49 : 51,
2022,Reporter,University of Celaya,"1,951",13.0,2%,47 : 53,
2022,Reporter,Central European University,"1,297",7.6,80%,53 : 47,
2022,Reporter,CES University,"6,199",13.5,3%,70 : 30,
2022,Reporter,CETYS Universidad,"4,905",8.8,14%,54 : 46,
2022,Reporter,Chernihiv Polytechnic National University,"5,914",20.5,0%,42 : 58,
2022,Reporter,University of Chichester,"4,310",14.1,6%,63 : 37,
2022,Reporter,Chitkara University,"12,853",16.7,2%,37 : 63,
2022,Reporter,Christ University,"22,357",20.1,2%,48 : 52,
2022,Reporter,University of Colima,"13,504",9.1,0%,54 : 46,
2022,Reporter,Conservatoire for Dance and Drama,"1,380",9.9,34%,64 : 36,
2022,Reporter,University of la Costa,"12,023",25.7,1%,46 : 54,
2022,Reporter,Courtauld Institute of Art,465,13.3,50%,81 : 19,
2022,Reporter,Cranfield University,"3,015",7.3,68%,28 : 72,
2022,Reporter,University for the Creative Arts,"5,120",18.3,28%,69 : 31,
2022,Reporter,University of Cumbria,"5,350",15.3,9%,69 : 31,
2022,Reporter,University of Cyberjaya,"3,442",18.2,11%,58 : 42,
2022,Reporter,Daffodil International University (DIU),"16,842",21.3,3%,33 : 67,
2022,Reporter,Daito Bunka University,"11,653",30.9,2%,34 : 66,
2022,Reporter,Damanhour University,"53,323",47.4,0%,61 : 39,
2022,Reporter,Damietta University,"29,883",25.2,0%,67 : 33,
2022,Reporter,Daneshpajoohan Pishro Higher Education Institute,"2,977",45.1,1%,67 : 33,
2022,Reporter,Dawood University of Engineering and Technology,"2,220",11.6,1%,14 : 86,
2022,Reporter,Deraya University,"3,846",21.4,0%,61 : 39,
2022,Reporter,Derzhavin Tambov State University,"9,213",14.4,25%,58 : 42,
2022,Reporter,Dhofar University,"3,314",19.7,5%,56 : 44,
2022,Reporter,University of Diyala,"23,250",17.7,0%,50 : 50,
2022,Reporter,Don Bosco University,"2,188",12.3,1%,41 : 59,
2022,Reporter,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),"1,484",23.9,1%,60 : 40,
2022,Reporter,Dostoevsky Omsk State University,"7,008",5.1,6%,61 : 39,
2022,Reporter,Dow University of Health Sciences,"8,313",8.2,2%,74 : 26,
2022,Reporter,University of Duhok,"19,847",11.3,1%,52 : 48,
2022,Reporter,École de Psychologues Praticiens,"1,037",25.9,1%,,
2022,Reporter,University of Economics in Bratislava,"6,981",15.1,3%,61 : 39,
2022,Reporter,Academy of Economic Studies of Moldova,"6,295",28.2,1%,62 : 38,
2022,Reporter,"University of Education, Lahore","26,200",29.1,0%,52 : 48,
2022,Reporter,Effat University,"1,625",11.7,16%,100 : 0,
2022,Reporter,Egypt-Japan University of Science and Technology (E-JUST),499,7.8,3%,35 : 65,
2022,Reporter,ESIC University,"5,390",15.9,12%,46 : 54,
2022,Reporter,Universidade do Estado do Amazonas,"16,879",15.7,0%,51 : 49,
2022,Reporter,Universidade Estadual do Maranhão,"17,984",14.3,0%,59 : 41,
2022,Reporter,Estonian Academy of Arts,"1,210",7.1,8%,74 : 26,
2022,Reporter,Externado University of Colombia,"12,750",9.3,2%,58 : 42,
2022,Reporter,University of Faisalabad,"6,748",21.0,2%,62 : 38,
2022,Reporter,University of Fallujah,"5,766",29.4,0%,43 : 57,
2022,Reporter,Falmouth University,"5,145",20.2,15%,59 : 41,
2022,Reporter,Federal University of Alagoas,"25,425",15.6,%,,
2022,Reporter,Federal University of Paraí­ba (UFPB),"30,385",12.3,0%,,
2022,Reporter,Financial University under the Government of the Russian Federation,"14,402",12.2,6%,52 : 48,
2022,Reporter,Finis Terrae University,"9,683",8.2,2%,58 : 42,
2022,Reporter,University of Franca,"51,473",137.3,0%,62 : 38,
2022,Reporter,Fukushima University,"3,324",8.6,2%,,
2022,Reporter,Full Sail University,"24,451",40.9,3%,31 : 69,
2022,Reporter,Future University in Egypt,"9,097",11.5,9%,42 : 58,
2022,Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,"2,024",20.0,0%,10 : 90,
2022,Reporter,Glasgow School of Art,"2,220",15.9,44%,67 : 33,
2022,Reporter,University of Gloucestershire,"6,955",17.6,10%,59 : 41,
2022,Reporter,Gomal University,"9,199",25.6,1%,19 : 81,
2022,Reporter,Government College Women University Faisalabad,"14,633",61.2,0%,100 : 0,
2022,Reporter,"Government College Women University, Sialkot","8,094",49.4,0%,100 : 0,
2022,Reporter,"The Graduate University for Advanced Studies, SOKENDAI",491,0.4,32%,29 : 71,
2022,Reporter,Grodno State Medical University,"4,294",7.5,24%,69 : 31,
2022,Reporter,Guildhall School of Music and Drama,"1,000",5.3,34%,50 : 50,
2022,Reporter,Hagoromo University of International Studies,"1,121",23.9,21%,55 : 45,
2022,Reporter,Hakuoh University,"5,159",41.9,0%,44 : 56,
2022,Reporter,Häme University of Applied Sciences,"6,336",24.2,7%,51 : 49,
2022,Reporter,Harper Adams University,"2,220",14.3,9%,58 : 42,
2022,Reporter,Hawler Medical University,"4,015",6.9,2%,63 : 37,
2022,Reporter,Health Sciences University of Hokkaido,"3,424",9.1,1%,59 : 41,
2022,Reporter,"University of Health Sciences, Turkey","17,322",7.4,4%,34 : 66,
2022,Reporter,Herzen State Pedagogical University of Russia,"14,772",13.9,14%,77 : 23,
2022,Reporter,University of the Highlands and Islands,"7,140",142.8,12%,60 : 40,
2022,Reporter,Hindustan Institute of Technology and Science,"6,174",16.1,0%,22 : 78,
2022,Reporter,Hiroshima International University,"3,765",14.3,0%,51 : 49,
2022,Reporter,Hiroshima Shudo University,"4,777",16.8,0%,38 : 62,
2022,Reporter,Hiroshima Institute of Technology,"4,627",24.7,0%,10 : 90,
2022,Reporter,Hitotsubashi University,"6,215",17.3,15%,32 : 68,
2022,Reporter,Hokkaido University of Science,"4,529",19.8,0%,33 : 67,
2022,Reporter,University of Human Development,"2,734",16.4,3%,56 : 44,
2022,Reporter,Humanitas University,"1,038",13.7,19%,60 : 40,
2022,Reporter,Humboldt State University,"6,658",16.7,1%,42 : 58,
2022,Reporter,Hyogo University of Teacher Education,"1,193",7.6,2%,65 : 35,
2022,Reporter,Icesi University,"6,486",8.2,2%,53 : 47,
2022,Reporter,"The ICFAI University, Jharkhand",599,16.6,0%,28 : 72,
2022,Reporter,IFHE Hyderabad,"7,140",22.0,0%,39 : 61,
2022,Reporter,Ilam University of Medical Sciences,"2,502",12.6,3%,54 : 46,
2022,Reporter,Ilma University,"3,727",20.6,0%,21 : 79,
2022,Reporter,Imam Ja’afar Al-Sadiq University,"11,690",46.0,0%,44 : 56,
2022,Reporter,Indira Gandhi Delhi Technical University for Women,"2,155",30.4,0%,100 : 0,
2022,Reporter,Innopolis University,771,9.0,28%,18 : 82,
2022,Reporter,Institute of Cancer Research,195,3.0,33%,61 : 39,
2022,Reporter,Institute of Telecommunications and Informatics of Turkmenistan,"2,868",9.8,0%,22 : 78,
2022,Reporter,International Christian University,"2,941",13.3,13%,60 : 40,
2022,Reporter,Ion Mincu University of Architecture and Urbanism,"2,897",11.9,11%,66 : 34,
2022,Reporter,Irkutsk National Research Technical University,"9,542",10.6,10%,36 : 64,
2022,Reporter,Israel Technological University,"2,745",40.4,0%,38 : 62,
2022,Reporter,Istanbul Aydın University,"26,421",27.4,12%,50 : 50,
2022,Reporter,Istanbul Bilgi University,"11,904",15.9,8%,50 : 50,
2022,Reporter,Ivano Frankivsk National Technical University of Oil and Gas,"6,078",9.8,4%,24 : 76,
2022,Reporter,Jabir ibn Hayyan University for Medical and Pharmaceutical Sciences,"1,167",13.7,0%,59 : 41,
2022,Reporter,Japan University of Economics,"4,916",26.4,70%,31 : 69,
2022,Reporter,University of Jijel,"25,634",24.7,0%,72 : 28,
2022,Reporter,Jinnah Sindh Medical University,"3,233",11.5,3%,69 : 31,
2022,Reporter,Jouf University,"22,683",9.6,3%,62 : 38,
2022,Reporter,Kabardino-Balkarian State University,"8,660",8.9,13%,55 : 45,
2022,Reporter,Kadir Has University,"4,982",28.1,4%,51 : 49,
2022,Reporter,Kamianets-Podіlskyi Ivan Ohiienko National University,"3,134",7.9,0%,65 : 35,
2022,Reporter,Kastamonu University,"18,867",48.9,16%,72 : 28,
2022,Reporter,Kathmandu University,"4,204",10.7,4%,14 : 86,
2022,Reporter,Abai Kazakh National Pedagogical University,"10,434",9.2,4%,83 : 17,
2022,Reporter,Kazan State Medical University,"5,485",11.5,23%,64 : 36,
2022,Reporter,Kazan State Power Engineering University,"9,769",24.6,3%,33 : 67,
2022,Reporter,Keisen University,901,22.5,4%,100 : 0,
2022,Reporter,Kemerovo State University,"10,881",17.6,8%,62 : 38,
2022,Reporter,Kenyatta University,"42,275",33.3,5%,52 : 48,
2022,Reporter,University of Kerala,"2,642",13.1,1%,69 : 31,
2022,Reporter,University of Kerbala,"23,317",18.9,0%,54 : 46,
2022,Reporter,Kermanshah University of Technology,"2,258",13.7,0%,35 : 65,
2022,Reporter,Khazar University,"2,224",9.9,8%,53 : 47,
2022,Reporter,Khwaja Fareed University of Engineering and Information Technology,"12,540",16.6,0%,39 : 61,
2022,Reporter,King Edward Medical University,"3,171",9.8,3%,58 : 42,
2022,Reporter,University of Kirkuk,"22,827",25.3,0%,53 : 47,
2022,Reporter,Kitami Institute of Technology,"2,008",14.4,5%,14 : 86,
2022,Reporter,Kobe Gakuin University,"11,501",34.0,1%,38 : 62,
2022,Reporter,Kobe International University,"1,718",31.8,29%,31 : 69,
2022,Reporter,Kokugakuin University,"10,298",43.6,1%,44 : 56,
2022,Reporter,Komazawa University,"15,521",18.8,2%,38 : 62,
2022,Reporter,Konan University,"9,065",10.1,1%,42 : 58,
2022,Reporter,Konan Women’s University,"4,225",24.0,1%,100 : 0,
2022,Reporter,Konya Technical University,"14,015",34.4,4%,25 : 75,
2022,Reporter,Korea Aerospace University,"4,442",18.4,2%,23 : 77,
2022,Reporter,University of Kufa,"28,179",12.4,0%,65 : 35,
2022,Reporter,Kursk State Medical University,"6,508",11.2,32%,66 : 34,
2022,Reporter,Kütahya Health Sciences University,"2,443",7.5,0%,68 : 32,
2022,Reporter,Kyiv National Economic University,"10,585",9.4,2%,61 : 39,
2022,Reporter,Kyoai Gakuen University,"1,124",19.7,5%,64 : 36,
2022,Reporter,Kyoto Notre Dame University,"1,209",11.6,3%,100 : 0,
2022,Reporter,Kyoto Prefectural University,"2,090",14.2,1%,58 : 42,
2022,Reporter,Lagos State University,"26,266",37.0,0%,51 : 49,
2022,Reporter,La Salle University (Colombia),"11,344",21.2,1%,54 : 46,
2022,Reporter,University of Las Américas (UDLA),"12,033",13.3,1%,54 : 46,
2022,Reporter,Leeds Arts University,"1,770",14.2,12%,77 : 23,
2022,Reporter,Leeds Trinity University,"3,055",21.8,7%,65 : 35,
2022,Reporter,Lesya Ukrainka Volyn National University,"8,454",11.9,0%,68 : 32,
2022,Reporter,Lincoln University College,"5,737",15.5,49%,45 : 55,
2022,Reporter,Liverpool Hope University,"4,385",15.9,13%,70 : 30,
2022,Reporter,Liverpool Institute for Performing Arts,800,16.0,24%,57 : 43,
2022,Reporter,The LNM Institute of Information Technology,"1,904",20.9,0%,18 : 82,
2022,Reporter,London Business School,"1,780",15.5,91%,37 : 63,
2022,Reporter,London Metropolitan University,"7,540",20.7,42%,65 : 35,
2022,Reporter,London School of Hygiene and Tropical Medicine,855,1.8,61%,67 : 33,
2022,Reporter,University of Los Lagos,"5,249",16.9,0%,58 : 42,
2022,Reporter,Lusophone University of Humanities and Technologies,"5,717",10.2,24%,54 : 46,
2022,Reporter,University of Macerata (UNIMC),"10,346",22.4,4%,73 : 27,
2022,Reporter,Universiti Malaysia Kelantan,"6,596",18.0,1%,76 : 24,
2022,Reporter,Management Development Institute (MDI),898,12.5,0%,23 : 77,
2022,Reporter,Management & Science University (MSU),"9,196",10.1,18%,60 : 40,
2022,Reporter,University of Management and Technology,"22,503",23.7,0%,43 : 57,
2022,Reporter,Maritime University of Szczecin,"2,593",24.6,12%,27 : 73,
2022,Reporter,Universidad Mayor,"20,649",9.7,2%,57 : 43,
2022,Reporter,University of Medellín,"10,385",17.2,2%,54 : 46,
2022,Reporter,Meiji Gakuin University,"12,316",33.6,2%,61 : 39,
2022,Reporter,Meikai University,"4,075",16.3,16%,45 : 55,
2022,Reporter,Middle Technical University,"39,336",29.4,0%,42 : 58,
2022,Reporter,Mizoram University,"2,870",11.0,0%,48 : 52,
2022,Reporter,"MNS University of Agriculture, Multan","3,202",19.3,0%,20 : 80,
2022,Reporter,Modern University for Business and Science,"1,733",13.9,10%,53 : 47,
2022,Reporter,University of Monterrey,"10,125",29.8,1%,59 : 41,
2022,Reporter,Kosygin State University of Russia,"9,983",12.9,11%,69 : 31,
2022,Reporter,Russian Biotechnological University (BIOTECH),"4,515",8.3,8%,52 : 48,
2022,Reporter,Moscow State Linguistic University,"6,317",6.7,6%,71 : 29,
